time_ms,mode,head,roll,pitch,lvol,rvol,bus_v,current_ma,audio_rail,fault
84304,ACTIVE,CENTER,,,,,4.964,,ON,0x00
84533,ACTIVE,CENTER,,,,,4.964,,ON,0x00
84762,ACTIVE,CENTER,,,,,4.964,,ON,0x00
84991,ACTIVE,CENTER,,,,,4.960,,ON,0x00
85220,ACTIVE,CENTER,,,,,4.964,,ON,0x00
85449,ACTIVE,CENTER,,,,,4.960,,ON,0x00
85662,ACTIVE,CENTER,,,,,4.964,,ON,0x00
85891,ACTIVE,CENTER,,,,,4.968,,ON,0x00
86121,ACTIVE,CENTER,,,,,4.964,,ON,0x00
86350,ACTIVE,CENTER,,,,,4.964,,ON,0x00
86579,ACTIVE,CENTER,,,,,4.964,,ON,0x00
86808,ACTIVE,CENTER,,,,,4.964,,ON,0x00
87037,ACTIVE,CENTER,,,,,4.964,,ON,0x00
87266,ACTIVE,CENTER,,,,,4.968,,ON,0x00
87495,ACTIVE,CENTER,,,,,4.964,,ON,0x00
87724,ACTIVE,CENTER,,,,,4.964,,ON,0x00
87953,ACTIVE,CENTER,,,,,4.968,,ON,0x00
88182,ACTIVE,CENTER,,,,,4.968,,ON,0x00
88398,ACTIVE,CENTER,,,,,4.964,,ON,0x00
88627,ACTIVE,CENTER,,,,,4.964,,ON,0x00
88856,ACTIVE,CENTER,,,,,4.964,,ON,0x00
89086,ACTIVE,CENTER,,,,,4.964,,ON,0x00
89315,ACTIVE,CENTER,,,,,4.964,,ON,0x00
89544,ACTIVE,CENTER,,,,,4.964,,ON,0x00
89773,ACTIVE,CENTER,,,,,4.964,,ON,0x00
90002,ACTIVE,CENTER,,,,,4.964,,ON,0x00
90231,ACTIVE,CENTER,,,,,4.964,,ON,0x00
90460,ACTIVE,CENTER,,,,,4.964,,ON,0x00
90689,ACTIVE,CENTER,,,,,4.964,,ON,0x00
90918,ACTIVE,CENTER,,,,,4.964,,ON,0x00
91147,ACTIVE,CENTER,,,,,4.964,,ON,0x00
91361,ACTIVE,CENTER,,,,,4.964,,ON,0x00
91590,ACTIVE,CENTER,,,,,4.964,,ON,0x00
91819,ACTIVE,CENTER,,,,,4.964,,ON,0x00
92048,ACTIVE,CENTER,,,,,4.968,,ON,0x00
92277,ACTIVE,CENTER,,,,,4.968,,ON,0x00
92506,ACTIVE,CENTER,,,,,4.968,,ON,0x00
92735,ACTIVE,CENTER,,,,,4.964,,ON,0x00
92964,ACTIVE,CENTER,,,,,4.968,,ON,0x00
93194,ACTIVE,CENTER,,,,,4.964,,ON,0x00
93423,ACTIVE,CENTER,,,,,4.968,,ON,0x00
93652,ACTIVE,CENTER,,,,,4.964,,ON,0x00
93881,ACTIVE,CENTER,,,,,4.964,,ON,0x00
94110,ACTIVE,CENTER,,,,,4.964,,ON,0x00
94326,ACTIVE,CENTER,,,,,4.964,,ON,0x00
94555,ACTIVE,CENTER,,,,,4.964,,ON,0x00
94784,ACTIVE,CENTER,,,,,4.964,,ON,0x00
95013,ACTIVE,CENTER,,,,,4.964,,ON,0x00
95242,ACTIVE,CENTER,,,,,4.964,,ON,0x00
95471,ACTIVE,CENTER,,,,,4.964,,ON,0x00
95700,ACTIVE,CENTER,,,,,4.964,,ON,0x00
95929,ACTIVE,CENTER,,,,,4.964,,ON,0x00
96158,ACTIVE,CENTER,,,,,4.964,,ON,0x00
96387,ACTIVE,CENTER,,,,,4.964,,ON,0x00
96617,ACTIVE,CENTER,,,,,4.968,,ON,0x00
96846,ACTIVE,CENTER,,,,,4.960,,ON,0x00
97075,ACTIVE,CENTER,,,,,4.960,,ON,0x00
97288,ACTIVE,CENTER,,,,,4.964,,ON,0x00
97517,ACTIVE,CENTER,,,,,4.964,,ON,0x00
97746,ACTIVE,CENTER,,,,,4.964,,ON,0x00
97975,ACTIVE,CENTER,,,,,4.964,,ON,0x00
98204,ACTIVE,CENTER,,,,,4.964,,ON,0x00
98434,ACTIVE,CENTER,,,,,4.964,,ON,0x00
98663,ACTIVE,CENTER,,,,,4.964,,ON,0x00
98892,ACTIVE,CENTER,,,,,4.968,,ON,0x00
99121,ACTIVE,CENTER,,,,,4.964,,ON,0x00
99350,ACTIVE,CENTER,,,,,4.968,,ON,0x00
99579,ACTIVE,CENTER,,,,,4.968,,ON,0x00
99808,ACTIVE,CENTER,,,,,4.964,,ON,0x00
100037,ACTIVE,CENTER,,,,,4.964,,ON,0x00
100253,ACTIVE,CENTER,,,,,4.960,,ON,0x00
100483,ACTIVE,CENTER,,,,,4.964,,ON,0x00
100712,ACTIVE,CENTER,,,,,4.964,,ON,0x00
100941,ACTIVE,CENTER,,,,,4.964,,ON,0x00
101171,ACTIVE,CENTER,,,,,4.964,,ON,0x00
101400,ACTIVE,CENTER,,,,,4.964,,ON,0x00
101629,ACTIVE,CENTER,,,,,4.964,,ON,0x00
101859,ACTIVE,CENTER,,,,,4.964,,ON,0x00
102088,ACTIVE,CENTER,,,,,4.964,,ON,0x00
102317,ACTIVE,CENTER,,,,,4.964,,ON,0x00
102547,ACTIVE,CENTER,,,,,4.964,,ON,0x00
102776,ACTIVE,CENTER,,,,,4.964,,ON,0x00
102989,ACTIVE,CENTER,,,,,4.964,,ON,0x00
103219,ACTIVE,CENTER,,,,,4.964,,ON,0x00
103448,ACTIVE,CENTER,,,,,4.964,,ON,0x00
103677,ACTIVE,CENTER,,,,,4.964,,ON,0x00
103906,ACTIVE,CENTER,,,,,4.964,,ON,0x00
104135,ACTIVE,CENTER,,,,,4.964,,ON,0x00
104364,ACTIVE,CENTER,,,,,4.964,,ON,0x00
104593,ACTIVE,CENTER,,,,,4.964,,ON,0x00
104822,ACTIVE,CENTER,,,,,4.964,,ON,0x00
105051,ACTIVE,CENTER,,,,,4.968,,ON,0x00
105281,ACTIVE,CENTER,,,,,4.964,,ON,0x00
105510,ACTIVE,CENTER,,,,,4.964,,ON,0x00
105739,ACTIVE,CENTER,,,,,4.964,,ON,0x00
105955,ACTIVE,CENTER,,,,,4.960,,ON,0x00
106184,ACTIVE,CENTER,,,,,4.964,,ON,0x00
106413,ACTIVE,CENTER,,,,,4.964,,ON,0x00
106642,ACTIVE,CENTER,,,,,4.964,,ON,0x00
106871,ACTIVE,CENTER,,,,,4.960,,ON,0x00
107100,ACTIVE,CENTER,,,,,4.960,,ON,0x00
107329,ACTIVE,CENTER,,,,,4.964,,ON,0x00
107558,ACTIVE,CENTER,,,,,4.964,,ON,0x00
107787,ACTIVE,CENTER,,,,,4.964,,ON,0x00
108017,ACTIVE,CENTER,,,,,4.964,,ON,0x00
108246,ACTIVE,CENTER,,,,,4.964,,ON,0x00
108475,ACTIVE,CENTER,,,,,4.964,,ON,0x00
108688,ACTIVE,CENTER,,,,,4.964,,ON,0x00
108917,ACTIVE,CENTER,,,,,4.968,,ON,0x00
109146,ACTIVE,CENTER,,,,,4.964,,ON,0x00
109375,ACTIVE,CENTER,,,,,4.964,,ON,0x00
109604,ACTIVE,CENTER,,,,,4.968,,ON,0x00
109833,ACTIVE,CENTER,,,,,4.968,,ON,0x00
110063,ACTIVE,CENTER,,,,,4.964,,ON,0x00
110292,ACTIVE,CENTER,,,,,4.964,,ON,0x00
110521,ACTIVE,CENTER,,,,,4.960,,ON,0x00
110750,ACTIVE,CENTER,,,,,4.964,,ON,0x00
110979,ACTIVE,CENTER,,,,,4.964,,ON,0x00
111208,ACTIVE,CENTER,,,,,4.964,,ON,0x00
111437,ACTIVE,CENTER,,,,,4.964,,ON,0x00
111653,ACTIVE,CENTER,,,,,4.964,,ON,0x00
111882,ACTIVE,CENTER,,,,,4.964,,ON,0x00
112111,ACTIVE,CENTER,,,,,4.964,,ON,0x00
112340,ACTIVE,CENTER,,,,,4.964,,ON,0x00
112569,ACTIVE,CENTER,,,,,4.960,,ON,0x00
112798,ACTIVE,CENTER,,,,,4.964,,ON,0x00
113028,ACTIVE,CENTER,,,,,4.960,,ON,0x00
113257,ACTIVE,CENTER,,,,,4.964,,ON,0x00
113486,ACTIVE,CENTER,,,,,4.960,,ON,0x00
113715,ACTIVE,CENTER,,,,,4.964,,ON,0x00
113944,ACTIVE,CENTER,,,,,4.964,,ON,0x00
114173,ACTIVE,CENTER,,,,,4.964,,ON,0x00
114386,ACTIVE,CENTER,,,,,4.964,,ON,0x00
114615,ACTIVE,CENTER,,,,,4.964,,ON,0x00
114845,ACTIVE,CENTER,,,,,4.964,,ON,0x00
115074,ACTIVE,CENTER,,,,,4.964,,ON,0x00
115303,ACTIVE,CENTER,,,,,4.964,,ON,0x00
115532,ACTIVE,CENTER,,,,,4.964,,ON,0x00
115761,ACTIVE,CENTER,,,,,4.964,,ON,0x00
115990,ACTIVE,CENTER,,,,,4.964,,ON,0x00
116219,ACTIVE,CENTER,,,,,4.964,,ON,0x00
116448,ACTIVE,CENTER,,,,,4.968,,ON,0x00
116677,ACTIVE,CENTER,,,,,4.964,,ON,0x00
116907,ACTIVE,CENTER,,,,,4.964,,ON,0x00
117136,ACTIVE,CENTER,,,,,4.964,,ON,0x00
117351,ACTIVE,CENTER,,,,,4.964,,ON,0x00
117581,ACTIVE,CENTER,,,,,4.964,,ON,0x00
117810,ACTIVE,CENTER,,,,,4.964,,ON,0x00
118039,ACTIVE,CENTER,,,,,4.964,,ON,0x00
118268,ACTIVE,CENTER,,,,,4.964,,ON,0x00
118497,ACTIVE,CENTER,,,,,4.964,,ON,0x00
118726,ACTIVE,CENTER,,,,,4.964,,ON,0x00
118955,ACTIVE,CENTER,,,,,4.968,,ON,0x00
119184,ACTIVE,CENTER,,,,,4.964,,ON,0x00
119413,ACTIVE,CENTER,,,,,4.964,,ON,0x00
119642,ACTIVE,CENTER,,,,,4.964,,ON,0x00
119872,ACTIVE,CENTER,,,,,4.964,,ON,0x00
120085,ACTIVE,CENTER,,,,,4.960,,ON,0x00
120314,ACTIVE,CENTER,,,,,4.964,,ON,0x00
120543,ACTIVE,CENTER,,,,,4.960,,ON,0x00
120772,ACTIVE,CENTER,,,,,4.964,,ON,0x00
121001,ACTIVE,CENTER,,,,,4.964,,ON,0x00
121230,ACTIVE,CENTER,,,,,4.964,,ON,0x00
121459,ACTIVE,CENTER,,,,,4.964,,ON,0x00
121689,ACTIVE,CENTER,,,,,4.964,,ON,0x00
121918,ACTIVE,CENTER,,,,,4.964,,ON,0x00
122147,ACTIVE,CENTER,,,,,4.964,,ON,0x00
122376,ACTIVE,CENTER,,,,,4.964,,ON,0x00
122605,ACTIVE,CENTER,,,,,4.964,,ON,0x00
122834,ACTIVE,CENTER,,,,,4.964,,ON,0x00
123050,ACTIVE,CENTER,,,,,4.964,,ON,0x00
123279,ACTIVE,CENTER,,,,,4.964,,ON,0x00
123508,ACTIVE,CENTER,,,,,4.964,,ON,0x00
123737,ACTIVE,CENTER,,,,,4.964,,ON,0x00
123966,ACTIVE,CENTER,,,,,4.964,,ON,0x00
124195,ACTIVE,CENTER,,,,,4.960,,ON,0x00
124425,ACTIVE,CENTER,,,,,4.964,,ON,0x00
124654,ACTIVE,CENTER,,,,,4.964,,ON,0x00
124883,ACTIVE,CENTER,,,,,4.964,,ON,0x00
125112,ACTIVE,CENTER,,,,,4.964,,ON,0x00
125341,ACTIVE,CENTER,,,,,4.964,,ON,0x00
125570,ACTIVE,CENTER,,,,,4.964,,ON,0x00
125783,ACTIVE,CENTER,,,,,4.964,,ON,0x00
126012,ACTIVE,CENTER,,,,,4.964,,ON,0x00
126242,ACTIVE,CENTER,,,,,4.968,,ON,0x00
126471,ACTIVE,CENTER,,,,,4.968,,ON,0x00
126700,ACTIVE,CENTER,,,,,4.964,,ON,0x00
126929,ACTIVE,CENTER,,,,,4.968,,ON,0x00
127158,ACTIVE,CENTER,,,,,4.964,,ON,0x00
127387,ACTIVE,CENTER,,,,,4.964,,ON,0x00
127616,ACTIVE,CENTER,,,,,4.964,,ON,0x00
127845,ACTIVE,CENTER,,,,,4.964,,ON,0x00
128074,ACTIVE,CENTER,,,,,4.968,,ON,0x00
128303,ACTIVE,CENTER,,,,,4.964,,ON,0x00
128533,ACTIVE,CENTER,,,,,4.964,,ON,0x00
128748,ACTIVE,CENTER,,,,,4.964,,ON,0x00
128977,ACTIVE,CENTER,,,,,4.964,,ON,0x00
129207,ACTIVE,CENTER,,,,,4.960,,ON,0x00
129436,ACTIVE,CENTER,,,,,4.964,,ON,0x00
129665,ACTIVE,CENTER,,,,,4.964,,ON,0x00
129894,ACTIVE,CENTER,,,,,4.960,,ON,0x00
130123,ACTIVE,CENTER,,,,,4.960,,ON,0x00
130352,ACTIVE,CENTER,,,,,4.960,,ON,0x00
130581,ACTIVE,CENTER,,,,,4.964,,ON,0x00
130810,ACTIVE,CENTER,,,,,4.964,,ON,0x00
131039,ACTIVE,CENTER,,,,,4.960,,ON,0x00
131268,ACTIVE,CENTER,,,,,4.964,,ON,0x00
131482,ACTIVE,CENTER,,,,,4.964,,ON,0x00
131711,ACTIVE,CENTER,,,,,4.964,,ON,0x00
131940,ACTIVE,CENTER,,,,,4.964,,ON,0x00
132169,ACTIVE,CENTER,,,,,4.964,,ON,0x00
132398,ACTIVE,CENTER,,,,,4.964,,ON,0x00
132627,ACTIVE,CENTER,,,,,4.960,,ON,0x00
132856,ACTIVE,CENTER,,,,,4.968,,ON,0x00
133086,ACTIVE,CENTER,,,,,4.964,,ON,0x00
133315,ACTIVE,CENTER,,,,,4.964,,ON,0x00
133544,ACTIVE,CENTER,,,,,4.964,,ON,0x00
133773,ACTIVE,CENTER,,,,,4.964,,ON,0x00
134002,ACTIVE,CENTER,,,,,4.964,,ON,0x00
134231,ACTIVE,CENTER,,,,,4.968,,ON,0x00
134447,ACTIVE,CENTER,,,,,4.964,,ON,0x00
134676,ACTIVE,CENTER,,,,,4.964,,ON,0x00
134905,ACTIVE,CENTER,,,,,4.964,,ON,0x00
135134,ACTIVE,CENTER,,,,,4.964,,ON,0x00
135363,ACTIVE,CENTER,,,,,4.964,,ON,0x00
135592,ACTIVE,CENTER,,,,,4.964,,ON,0x00
135821,ACTIVE,CENTER,,,,,4.964,,ON,0x00
136050,ACTIVE,CENTER,,,,,4.964,,ON,0x00
136280,ACTIVE,CENTER,,,,,4.964,,ON,0x00
136509,ACTIVE,CENTER,,,,,4.964,,ON,0x00
136738,ACTIVE,CENTER,,,,,4.960,,ON,0x00
136967,ACTIVE,CENTER,,,,,4.964,,ON,0x00
137180,ACTIVE,CENTER,,,,,4.964,,ON,0x00
137409,ACTIVE,CENTER,,,,,4.964,,ON,0x00
137638,ACTIVE,CENTER,,,,,4.964,,ON,0x00
137868,ACTIVE,CENTER,,,,,4.964,,ON,0x00
138097,ACTIVE,CENTER,,,,,4.964,,ON,0x00
138326,ACTIVE,CENTER,,,,,4.964,,ON,0x00
138555,ACTIVE,CENTER,,,,,4.964,,ON,0x00
138784,ACTIVE,CENTER,,,,,4.964,,ON,0x00
139013,ACTIVE,CENTER,,,,,4.968,,ON,0x00
139242,ACTIVE,CENTER,,,,,4.964,,ON,0x00
139471,ACTIVE,CENTER,,,,,4.964,,ON,0x00
139700,ACTIVE,CENTER,,,,,4.968,,ON,0x00
139929,ACTIVE,CENTER,,,,,4.964,,ON,0x00
140159,ACTIVE,CENTER,,,,,4.964,,ON,0x00
140388,ACTIVE,CENTER,,,,,4.964,,ON,0x00
140617,ACTIVE,CENTER,,,,,4.964,,ON,0x00
140846,ACTIVE,CENTER,,,,,4.964,,ON,0x00
141075,ACTIVE,CENTER,,,,,4.964,,ON,0x00
141304,ACTIVE,CENTER,,,,,4.968,,ON,0x00
141533,ACTIVE,CENTER,,,,,4.964,,ON,0x00
141762,ACTIVE,CENTER,,,,,4.964,,ON,0x00
141991,ACTIVE,CENTER,,,,,4.964,,ON,0x00
142220,ACTIVE,CENTER,,,,,4.964,,ON,0x00
142450,ACTIVE,CENTER,,,,,4.964,,ON,0x00
142679,ACTIVE,CENTER,,,,,4.964,,ON,0x00
142894,ACTIVE,CENTER,,,,,4.964,,ON,0x00
143124,ACTIVE,CENTER,,,,,4.968,,ON,0x00
143353,ACTIVE,CENTER,,,,,4.964,,ON,0x00
143582,ACTIVE,CENTER,,,,,4.964,,ON,0x00
143811,ACTIVE,CENTER,,,,,4.964,,ON,0x00
144040,ACTIVE,CENTER,,,,,4.968,,ON,0x00
144269,ACTIVE,CENTER,,,,,4.960,,ON,0x00
144498,ACTIVE,CENTER,,,,,4.964,,ON,0x00
144727,ACTIVE,CENTER,,,,,4.964,,ON,0x00
144956,ACTIVE,CENTER,,,,,4.964,,ON,0x00
145185,ACTIVE,CENTER,,,,,4.964,,ON,0x00
145415,ACTIVE,CENTER,,,,,4.964,,ON,0x00
145628,ACTIVE,CENTER,,,,,4.960,,ON,0x00
145857,ACTIVE,CENTER,,,,,4.964,,ON,0x00
146086,ACTIVE,CENTER,,,,,4.964,,ON,0x00
146315,ACTIVE,CENTER,,,,,4.964,,ON,0x00
146544,ACTIVE,CENTER,,,,,4.964,,ON,0x00
146773,ACTIVE,CENTER,,,,,4.964,,ON,0x00
147003,ACTIVE,CENTER,,,,,4.964,,ON,0x00
147232,ACTIVE,CENTER,,,,,4.968,,ON,0x00
147461,ACTIVE,CENTER,,,,,4.964,,ON,0x00
147690,ACTIVE,CENTER,,,,,4.964,,ON,0x00
147919,ACTIVE,CENTER,,,,,4.964,,ON,0x00
148148,ACTIVE,CENTER,,,,,4.968,,ON,0x00
148377,ACTIVE,CENTER,,,,,4.968,,ON,0x00
148593,ACTIVE,CENTER,,,,,4.964,,ON,0x00
148822,ACTIVE,CENTER,,,,,4.964,,ON,0x00
149051,ACTIVE,CENTER,,,,,4.964,,ON,0x00
149280,ACTIVE,CENTER,,,,,4.964,,ON,0x00
149509,ACTIVE,CENTER,,,,,4.964,,ON,0x00
149738,ACTIVE,CENTER,,,,,4.964,,ON,0x00
149968,ACTIVE,CENTER,,,,,4.964,,ON,0x00
150197,ACTIVE,CENTER,,,,,4.964,,ON,0x00
150426,ACTIVE,CENTER,,,,,4.964,,ON,0x00
150655,ACTIVE,CENTER,,,,,4.960,,ON,0x00
150884,ACTIVE,CENTER,,,,,4.964,,ON,0x00
151113,ACTIVE,CENTER,,,,,4.964,,ON,0x00
151326,ACTIVE,CENTER,,,,,4.964,,ON,0x00
151555,ACTIVE,CENTER,,,,,4.960,,ON,0x00
151785,ACTIVE,CENTER,,,,,4.964,,ON,0x00
152014,ACTIVE,CENTER,,,,,4.964,,ON,0x00
152243,ACTIVE,CENTER,,,,,4.964,,ON,0x00
152472,ACTIVE,CENTER,,,,,4.964,,ON,0x00
152701,ACTIVE,CENTER,,,,,4.964,,ON,0x00
152930,ACTIVE,CENTER,,,,,4.968,,ON,0x00
153159,ACTIVE,CENTER,,,,,4.964,,ON,0x00
153388,ACTIVE,CENTER,,,,,4.964,,ON,0x00
153617,ACTIVE,CENTER,,,,,4.964,,ON,0x00
153846,ACTIVE,CENTER,,,,,4.964,,ON,0x00
154076,ACTIVE,CENTER,,,,,4.964,,ON,0x00
154291,ACTIVE,CENTER,,,,,4.964,,ON,0x00
154520,ACTIVE,CENTER,,,,,4.964,,ON,0x00
154750,ACTIVE,CENTER,,,,,4.964,,ON,0x00
154979,ACTIVE,CENTER,,,,,4.964,,ON,0x00
155208,ACTIVE,CENTER,,,,,4.964,,ON,0x00
155437,ACTIVE,CENTER,,,,,4.964,,ON,0x00
155666,ACTIVE,CENTER,,,,,4.964,,ON,0x00
155895,ACTIVE,CENTER,,,,,4.960,,ON,0x00
156124,ACTIVE,CENTER,,,,,4.964,,ON,0x00
156353,ACTIVE,CENTER,,,,,4.964,,ON,0x00
156582,ACTIVE,CENTER,,,,,4.964,,ON,0x00
156811,ACTIVE,CENTER,,,,,4.964,,ON,0x00
157025,ACTIVE,CENTER,,,,,4.964,,ON,0x00
157254,ACTIVE,CENTER,,,,,4.964,,ON,0x00
157483,ACTIVE,CENTER,,,,,4.964,,ON,0x00
157712,ACTIVE,CENTER,,,,,4.968,,ON,0x00
157941,ACTIVE,CENTER,,,,,4.964,,ON,0x00
158170,ACTIVE,CENTER,,,,,4.964,,ON,0x00
158399,ACTIVE,CENTER,,,,,4.964,,ON,0x00
158628,ACTIVE,CENTER,,,,,4.964,,ON,0x00
158858,ACTIVE,CENTER,,,,,4.964,,ON,0x00
159087,ACTIVE,CENTER,,,,,4.964,,ON,0x00
159316,ACTIVE,CENTER,,,,,4.968,,ON,0x00
159545,ACTIVE,CENTER,,,,,4.964,,ON,0x00
159774,ACTIVE,CENTER,,,,,4.964,,ON,0x00
159990,ACTIVE,CENTER,,,,,4.964,,ON,0x00
160219,ACTIVE,CENTER,,,,,4.964,,ON,0x00
160448,ACTIVE,CENTER,,,,,4.964,,ON,0x00
160677,ACTIVE,CENTER,,,,,4.964,,ON,0x00
160906,ACTIVE,CENTER,,,,,4.964,,ON,0x00
161135,ACTIVE,CENTER,,,,,4.960,,ON,0x00
161364,ACTIVE,CENTER,,,,,4.960,,ON,0x00
161594,ACTIVE,CENTER,,,,,4.964,,ON,0x00
161823,ACTIVE,CENTER,,,,,4.964,,ON,0x00
162052,ACTIVE,CENTER,,,,,4.964,,ON,0x00
162281,ACTIVE,CENTER,,,,,4.960,,ON,0x00
162510,ACTIVE,CENTER,,,,,4.964,,ON,0x00
162723,ACTIVE,CENTER,,,,,4.964,,ON,0x00
162952,ACTIVE,CENTER,,,,,4.964,,ON,0x00
163182,ACTIVE,CENTER,,,,,4.964,,ON,0x00
163411,ACTIVE,CENTER,,,,,4.964,,ON,0x00
163640,ACTIVE,CENTER,,,,,4.968,,ON,0x00
163869,ACTIVE,CENTER,,,,,4.964,,ON,0x00
164098,ACTIVE,CENTER,,,,,4.964,,ON,0x00
164327,ACTIVE,CENTER,,,,,4.964,,ON,0x00
164556,ACTIVE,CENTER,,,,,4.968,,ON,0x00
164785,ACTIVE,CENTER,,,,,4.964,,ON,0x00
165014,ACTIVE,CENTER,,,,,4.964,,ON,0x00
165244,ACTIVE,CENTER,,,,,4.964,,ON,0x00
165473,ACTIVE,CENTER,,,,,4.964,,ON,0x00
165688,ACTIVE,CENTER,,,,,4.964,,ON,0x00
165918,ACTIVE,CENTER,,,,,4.964,,ON,0x00
166147,ACTIVE,CENTER,,,,,4.964,,ON,0x00
166376,ACTIVE,CENTER,,,,,4.964,,ON,0x00
166605,ACTIVE,CENTER,,,,,4.964,,ON,0x00
166834,ACTIVE,CENTER,,,,,4.964,,ON,0x00
167063,ACTIVE,CENTER,,,,,4.964,,ON,0x00
167292,ACTIVE,CENTER,,,,,4.964,,ON,0x00
167521,ACTIVE,CENTER,,,,,4.964,,ON,0x00
167750,ACTIVE,CENTER,,,,,4.960,,ON,0x00
167980,ACTIVE,CENTER,,,,,4.964,,ON,0x00
168209,ACTIVE,CENTER,,,,,4.968,,ON,0x00
168425,ACTIVE,CENTER,,,,,4.964,,ON,0x00
168629,ACTIVE,CENTER,,,,,4.964,,ON,0x00
168858,ACTIVE,CENTER,,,,,4.964,,ON,0x00
169087,ACTIVE,CENTER,,,,,4.964,,ON,0x00
169317,ACTIVE,CENTER,,,,,4.964,,ON,0x00
169546,ACTIVE,CENTER,,,,,4.960,,ON,0x00
169775,ACTIVE,CENTER,,,,,4.964,,ON,0x00
170004,ACTIVE,CENTER,,,,,4.964,,ON,0x00
170233,ACTIVE,CENTER,,,,,4.964,,ON,0x00
170462,ACTIVE,CENTER,,,,,4.964,,ON,0x00
170691,ACTIVE,CENTER,,,,,4.964,,ON,0x00
170920,ACTIVE,CENTER,,,,,4.964,,ON,0x00
171149,ACTIVE,CENTER,,,,,4.964,,ON,0x00
171363,ACTIVE,CENTER,,,,,4.964,,ON,0x00
171592,ACTIVE,CENTER,,,,,4.964,,ON,0x00
171821,ACTIVE,CENTER,,,,,4.964,,ON,0x00
172050,ACTIVE,CENTER,,,,,4.964,,ON,0x00
172279,ACTIVE,CENTER,,,,,4.968,,ON,0x00
172508,ACTIVE,CENTER,,,,,4.968,,ON,0x00
172737,ACTIVE,CENTER,,,,,4.964,,ON,0x00
172966,ACTIVE,CENTER,,,,,4.968,,ON,0x00
173196,ACTIVE,CENTER,,,,,4.968,,ON,0x00
173425,ACTIVE,CENTER,,,,,4.964,,ON,0x00
173654,ACTIVE,CENTER,,,,,4.964,,ON,0x00
173883,ACTIVE,CENTER,,,,,4.964,,ON,0x00
174099,ACTIVE,CENTER,,,,,4.964,,ON,0x00
174328,ACTIVE,CENTER,,,,,4.964,,ON,0x00
174557,ACTIVE,CENTER,,,,,4.964,,ON,0x00
174786,ACTIVE,CENTER,,,,,4.964,,ON,0x00
175015,ACTIVE,CENTER,,,,,4.964,,ON,0x00
175244,ACTIVE,CENTER,,,,,4.964,,ON,0x00
175473,ACTIVE,CENTER,,,,,4.964,,ON,0x00
175702,ACTIVE,CENTER,,,,,4.964,,ON,0x00
175932,ACTIVE,CENTER,,,,,4.964,,ON,0x00
176161,ACTIVE,CENTER,,,,,4.964,,ON,0x00
176390,ACTIVE,CENTER,,,,,4.968,,ON,0x00
176619,ACTIVE,CENTER,,,,,4.960,,ON,0x00
176848,ACTIVE,CENTER,,,,,4.964,,ON,0x00
177061,ACTIVE,CENTER,,,,,4.964,,ON,0x00
177291,ACTIVE,CENTER,,,,,4.968,,ON,0x00
177520,ACTIVE,CENTER,,,,,4.968,,ON,0x00
177749,ACTIVE,CENTER,,,,,4.964,,ON,0x00
177978,ACTIVE,CENTER,,,,,4.968,,ON,0x00
178207,ACTIVE,CENTER,,,,,4.964,,ON,0x00
178436,ACTIVE,CENTER,,,,,4.964,,ON,0x00
178665,ACTIVE,CENTER,,,,,4.968,,ON,0x00
178894,ACTIVE,CENTER,,,,,4.964,,ON,0x00
179123,ACTIVE,CENTER,,,,,4.964,,ON,0x00
179352,ACTIVE,CENTER,,,,,4.968,,ON,0x00
179582,ACTIVE,CENTER,,,,,4.964,,ON,0x00
179797,ACTIVE,CENTER,,,,,4.960,,ON,0x00
180026,ACTIVE,CENTER,,,,,4.964,,ON,0x00
180256,ACTIVE,CENTER,,,,,4.964,,ON,0x00
180485,ACTIVE,CENTER,,,,,4.964,,ON,0x00
180714,ACTIVE,CENTER,,,,,4.964,,ON,0x00
180943,ACTIVE,CENTER,,,,,4.964,,ON,0x00
181172,ACTIVE,CENTER,,,,,4.964,,ON,0x00
181401,ACTIVE,CENTER,,,,,4.964,,ON,0x00
181630,ACTIVE,CENTER,,,,,4.960,,ON,0x00
181859,ACTIVE,CENTER,,,,,4.964,,ON,0x00
182088,ACTIVE,CENTER,,,,,4.964,,ON,0x00
182317,ACTIVE,CENTER,,,,,4.964,,ON,0x00
182547,ACTIVE,CENTER,,,,,4.964,,ON,0x00
182760,ACTIVE,CENTER,,,,,4.964,,ON,0x00
182989,ACTIVE,CENTER,,,,,4.964,,ON,0x00
183218,ACTIVE,CENTER,,,,,4.968,,ON,0x00
183447,ACTIVE,CENTER,,,,,4.964,,ON,0x00
183676,ACTIVE,CENTER,,,,,4.964,,ON,0x00
183905,ACTIVE,CENTER,,,,,4.964,,ON,0x00
184135,ACTIVE,CENTER,,,,,4.968,,ON,0x00
184364,ACTIVE,CENTER,,,,,4.964,,ON,0x00
184593,ACTIVE,CENTER,,,,,4.964,,ON,0x00
184822,ACTIVE,CENTER,,,,,4.960,,ON,0x00
185051,ACTIVE,CENTER,,,,,4.968,,ON,0x00
185280,ACTIVE,CENTER,,,,,4.964,,ON,0x00
185496,ACTIVE,CENTER,,,,,4.964,,ON,0x00
185725,ACTIVE,CENTER,,,,,4.968,,ON,0x00
185954,ACTIVE,CENTER,,,,,4.964,,ON,0x00
186183,ACTIVE,CENTER,,,,,4.964,,ON,0x00
186412,ACTIVE,CENTER,,,,,4.964,,ON,0x00
186641,ACTIVE,CENTER,,,,,4.964,,ON,0x00
