time_ms,mode,head,roll,pitch,lvol,rvol,bus_v,current_ma,audio_rail,fault
186870,ACTIVE,CENTER,,,,,4.964,,ON,0x00
187099,ACTIVE,CENTER,,,,,4.964,,ON,0x00
187328,ACTIVE,CENTER,,,,,4.964,,ON,0x00
187558,ACTIVE,CENTER,,,,,4.964,,ON,0x00
187787,ACTIVE,CENTER,,,,,4.964,,ON,0x00
188016,ACTIVE,CENTER,,,,,4.964,,ON,0x00
188245,ACTIVE,CENTER,,,,,4.964,,ON,0x00
188458,ACTIVE,CENTER,,,,,4.960,,ON,0x00
188687,ACTIVE,CENTER,,,,,4.964,,ON,0x00
188916,ACTIVE,CENTER,,,,,4.964,,ON,0x00
189146,ACTIVE,CENTER,,,,,4.964,,ON,0x00
189375,ACTIVE,CENTER,,,,,4.968,,ON,0x00
189604,ACTIVE,CENTER,,,,,4.968,,ON,0x00
189833,ACTIVE,CENTER,,,,,4.964,,ON,0x00
190062,ACTIVE,CENTER,,,,,4.964,,ON,0x00
190291,ACTIVE,CENTER,,,,,4.968,,ON,0x00
190520,ACTIVE,CENTER,,,,,4.968,,ON,0x00
190749,ACTIVE,CENTER,,,,,4.964,,ON,0x00
190978,ACTIVE,CENTER,,,,,4.964,,ON,0x00
191194,ACTIVE,CENTER,,,,,4.964,,ON,0x00
191424,ACTIVE,CENTER,,,,,4.964,,ON,0x00
191653,ACTIVE,CENTER,,,,,4.964,,ON,0x00
191882,ACTIVE,CENTER,,,,,4.964,,ON,0x00
192112,ACTIVE,CENTER,,,,,4.964,,ON,0x00
192341,ACTIVE,CENTER,,,,,4.964,,ON,0x00
192570,ACTIVE,CENTER,,,,,4.964,,ON,0x00
192800,ACTIVE,CENTER,,,,,4.964,,ON,0x00
193029,ACTIVE,CENTER,,,,,4.960,,ON,0x00
193258,ACTIVE,CENTER,,,,,4.964,,ON,0x00
193488,ACTIVE,CENTER,,,,,4.964,,ON,0x00
193717,ACTIVE,CENTER,,,,,4.960,,ON,0x00
193946,ACTIVE,CENTER,,,,,4.964,,ON,0x00
194160,ACTIVE,CENTER,,,,,4.964,,ON,0x00
194389,ACTIVE,CENTER,,,,,4.964,,ON,0x00
194618,ACTIVE,CENTER,,,,,4.964,,ON,0x00
194847,ACTIVE,CENTER,,,,,4.964,,ON,0x00
195076,ACTIVE,CENTER,,,,,4.964,,ON,0x00
195305,ACTIVE,CENTER,,,,,4.964,,ON,0x00
195534,ACTIVE,CENTER,,,,,4.968,,ON,0x00
195763,ACTIVE,CENTER,,,,,4.964,,ON,0x00
195993,ACTIVE,CENTER,,,,,4.972,,ON,0x00
196222,ACTIVE,CENTER,,,,,4.964,,ON,0x00
196451,ACTIVE,CENTER,,,,,4.964,,ON,0x00
196680,ACTIVE,CENTER,,,,,4.964,,ON,0x00
196896,ACTIVE,CENTER,,,,,4.964,,ON,0x00
197125,ACTIVE,CENTER,,,,,4.964,,ON,0x00
197354,ACTIVE,CENTER,,,,,4.964,,ON,0x00
197583,ACTIVE,CENTER,,,,,4.968,,ON,0x00
197812,ACTIVE,CENTER,,,,,4.960,,ON,0x00
198041,ACTIVE,CENTER,,,,,4.964,,ON,0x00
198270,ACTIVE,CENTER,,,,,4.964,,ON,0x00
198499,ACTIVE,CENTER,,,,,4.964,,ON,0x00
198728,ACTIVE,CENTER,,,,,4.964,,ON,0x00
198958,ACTIVE,CENTER,,,,,4.964,,ON,0x00
199187,ACTIVE,CENTER,,,,,4.964,,ON,0x00
199416,ACTIVE,CENTER,,,,,4.964,,ON,0x00
199645,ACTIVE,CENTER,,,,,4.964,,ON,0x00
199858,ACTIVE,CENTER,,,,,4.964,,ON,0x00
200087,ACTIVE,CENTER,,,,,4.964,,ON,0x00
200316,ACTIVE,CENTER,,,,,4.964,,ON,0x00
200545,ACTIVE,CENTER,,,,,4.964,,ON,0x00
200774,ACTIVE,CENTER,,,,,4.964,,ON,0x00
201004,ACTIVE,CENTER,,,,,4.964,,ON,0x00
201233,ACTIVE,CENTER,,,,,4.968,,ON,0x00
201462,ACTIVE,CENTER,,,,,4.964,,ON,0x00
201691,ACTIVE,CENTER,,,,,4.964,,ON,0x00
201920,ACTIVE,CENTER,,,,,4.964,,ON,0x00
202149,ACTIVE,CENTER,,,,,4.964,,ON,0x00
202378,ACTIVE,CENTER,,,,,4.964,,ON,0x00
202594,ACTIVE,CENTER,,,,,4.960,,ON,0x00
202823,ACTIVE,CENTER,,,,,4.964,,ON,0x00
203052,ACTIVE,CENTER,,,,,4.964,,ON,0x00
203281,ACTIVE,CENTER,,,,,4.964,,ON,0x00
203510,ACTIVE,CENTER,,,,,4.960,,ON,0x00
203740,ACTIVE,CENTER,,,,,4.964,,ON,0x00
203969,ACTIVE,CENTER,,,,,4.964,,ON,0x00
204198,ACTIVE,CENTER,,,,,4.960,,ON,0x00
204427,ACTIVE,CENTER,,,,,4.964,,ON,0x00
204656,ACTIVE,CENTER,,,,,4.964,,ON,0x00
204885,ACTIVE,CENTER,,,,,4.964,,ON,0x00
205114,ACTIVE,CENTER,,,,,4.964,,ON,0x00
205343,ACTIVE,CENTER,,,,,4.964,,ON,0x00
205557,ACTIVE,CENTER,,,,,4.964,,ON,0x00
205786,ACTIVE,CENTER,,,,,4.964,,ON,0x00
206015,ACTIVE,CENTER,,,,,4.968,,ON,0x00
206244,ACTIVE,CENTER,,,,,4.964,,ON,0x00
206473,ACTIVE,CENTER,,,,,4.964,,ON,0x00
206702,ACTIVE,CENTER,,,,,4.964,,ON,0x00
206931,ACTIVE,CENTER,,,,,4.964,,ON,0x00
207160,ACTIVE,CENTER,,,,,4.964,,ON,0x00
207389,ACTIVE,CENTER,,,,,4.968,,ON,0x00
207619,ACTIVE,CENTER,,,,,4.964,,ON,0x00
207848,ACTIVE,CENTER,,,,,4.964,,ON,0x00
208077,ACTIVE,CENTER,,,,,4.964,,ON,0x00
208293,ACTIVE,CENTER,,,,,4.964,,ON,0x00
208522,ACTIVE,CENTER,,,,,4.964,,ON,0x00
208751,ACTIVE,CENTER,,,,,4.964,,ON,0x00
208980,ACTIVE,CENTER,,,,,4.960,,ON,0x00
209209,ACTIVE,CENTER,,,,,4.964,,ON,0x00
209438,ACTIVE,CENTER,,,,,4.964,,ON,0x00
209667,ACTIVE,CENTER,,,,,4.960,,ON,0x00
209896,ACTIVE,CENTER,,,,,4.964,,ON,0x00
210125,ACTIVE,CENTER,,,,,4.964,,ON,0x00
210354,ACTIVE,CENTER,,,,,4.964,,ON,0x00
210584,ACTIVE,CENTER,,,,,4.964,,ON,0x00
210813,ACTIVE,CENTER,,,,,4.964,,ON,0x00
211042,ACTIVE,CENTER,,,,,4.964,,ON,0x00
211255,ACTIVE,CENTER,,,,,4.964,,ON,0x00
211484,ACTIVE,CENTER,,,,,4.964,,ON,0x00
211713,ACTIVE,CENTER,,,,,4.964,,ON,0x00
211942,ACTIVE,CENTER,,,,,4.964,,ON,0x00
212172,ACTIVE,CENTER,,,,,4.964,,ON,0x00
212401,ACTIVE,CENTER,,,,,4.964,,ON,0x00
212630,ACTIVE,CENTER,,,,,4.968,,ON,0x00
212859,ACTIVE,CENTER,,,,,4.964,,ON,0x00
213088,ACTIVE,CENTER,,,,,4.964,,ON,0x00
213317,ACTIVE,CENTER,,,,,4.964,,ON,0x00
213546,ACTIVE,CENTER,,,,,4.964,,ON,0x00
213775,ACTIVE,CENTER,,,,,4.964,,ON,0x00
213991,ACTIVE,CENTER,,,,,4.964,,ON,0x00
214220,ACTIVE,CENTER,,,,,4.964,,ON,0x00
214449,ACTIVE,CENTER,,,,,4.964,,ON,0x00
214678,ACTIVE,CENTER,,,,,4.964,,ON,0x00
214907,ACTIVE,CENTER,,,,,4.964,,ON,0x00
215137,ACTIVE,CENTER,,,,,4.964,,ON,0x00
215366,ACTIVE,CENTER,,,,,4.960,,ON,0x00
215595,ACTIVE,CENTER,,,,,4.964,,ON,0x00
215824,ACTIVE,CENTER,,,,,4.964,,ON,0x00
216053,ACTIVE,CENTER,,,,,4.964,,ON,0x00
216282,ACTIVE,CENTER,,,,,4.964,,ON,0x00
216511,ACTIVE,CENTER,,,,,4.964,,ON,0x00
928,ACTIVE,CENTER,,,,,0.000,,ON,0x00
1150,ACTIVE,CENTER,,,,,4.960,,ON,0x00
1379,ACTIVE,CENTER,,,,,4.960,,ON,0x00
1608,ACTIVE,CENTER,,,,,4.960,,ON,0x00
1837,ACTIVE,CENTER,,,,,4.960,,ON,0x00
2066,ACTIVE,CENTER,,,,,4.960,,ON,0x00
2295,ACTIVE,CENTER,,,,,4.960,,ON,0x00
2524,ACTIVE,CENTER,,,,,4.960,,ON,0x00
2753,ACTIVE,CENTER,,,,,4.956,,ON,0x00
2983,ACTIVE,CENTER,,,,,4.960,,ON,0x00
3212,ACTIVE,CENTER,,,,,4.960,,ON,0x00
3441,ACTIVE,CENTER,,,,,4.960,,ON,0x00
3670,ACTIVE,CENTER,,,,,4.960,,ON,0x00
3899,ACTIVE,CENTER,,,,,4.960,,ON,0x00
4112,ACTIVE,CENTER,,,,,4.960,,ON,0x00
4341,ACTIVE,CENTER,,,,,4.960,,ON,0x00
4570,ACTIVE,CENTER,,,,,4.960,,ON,0x00
4800,ACTIVE,CENTER,,,,,4.964,,ON,0x00
5029,ACTIVE,CENTER,,,,,4.960,,ON,0x00
5258,ACTIVE,CENTER,,,,,4.960,,ON,0x00
5487,ACTIVE,CENTER,,,,,4.960,,ON,0x00
5716,ACTIVE,CENTER,,,,,4.960,,ON,0x00
5945,ACTIVE,CENTER,,,,,4.960,,ON,0x00
6174,ACTIVE,CENTER,,,,,4.960,,ON,0x00
6403,ACTIVE,CENTER,,,,,4.960,,ON,0x00
6632,ACTIVE,CENTER,,,,,4.960,,ON,0x00
6861,ACTIVE,CENTER,,,,,4.960,,ON,0x00
7077,ACTIVE,CENTER,,,,,4.960,,ON,0x00
7306,ACTIVE,CENTER,,,,,4.960,,ON,0x00
7535,ACTIVE,CENTER,,,,,4.960,,ON,0x00
7765,ACTIVE,CENTER,,,,,4.960,,ON,0x00
7994,ACTIVE,CENTER,,,,,4.960,,ON,0x00
8223,ACTIVE,CENTER,,,,,4.960,,ON,0x00
8452,ACTIVE,CENTER,,,,,4.960,,ON,0x00
8681,ACTIVE,CENTER,,,,,4.960,,ON,0x00
8910,ACTIVE,CENTER,,,,,4.960,,ON,0x00
9139,ACTIVE,CENTER,,,,,4.960,,ON,0x00
9368,ACTIVE,CENTER,,,,,4.960,,ON,0x00
9597,ACTIVE,CENTER,,,,,4.960,,ON,0x00
9826,ACTIVE,CENTER,,,,,4.960,,ON,0x00
10040,ACTIVE,CENTER,,,,,4.960,,ON,0x00
10269,ACTIVE,CENTER,,,,,4.960,,ON,0x00
10498,ACTIVE,CENTER,,,,,4.960,,ON,0x00
10727,ACTIVE,CENTER,,,,,4.960,,ON,0x00
10956,ACTIVE,CENTER,,,,,4.960,,ON,0x00
11185,ACTIVE,CENTER,,,,,4.964,,ON,0x00
11414,ACTIVE,CENTER,,,,,4.960,,ON,0x00
11643,ACTIVE,CENTER,,,,,4.960,,ON,0x00
11872,ACTIVE,CENTER,,,,,4.960,,ON,0x00
12102,ACTIVE,CENTER,,,,,4.960,,ON,0x00
12331,ACTIVE,CENTER,,,,,4.960,,ON,0x00
12560,ACTIVE,CENTER,,,,,4.960,,ON,0x00
12789,ACTIVE,CENTER,,,,,4.960,,ON,0x00
13005,ACTIVE,CENTER,,,,,4.960,,ON,0x00
13234,ACTIVE,CENTER,,,,,4.960,,ON,0x00
13463,ACTIVE,CENTER,,,,,4.960,,ON,0x00
13692,ACTIVE,CENTER,,,,,4.960,,ON,0x00
13921,ACTIVE,CENTER,,,,,4.964,,ON,0x00
14150,ACTIVE,CENTER,,,,,4.960,,ON,0x00
14379,ACTIVE,CENTER,,,,,4.960,,ON,0x00
14608,ACTIVE,CENTER,,,,,4.960,,ON,0x00
14837,ACTIVE,CENTER,,,,,4.964,,ON,0x00
15066,ACTIVE,CENTER,,,,,4.960,,ON,0x00
15296,ACTIVE,CENTER,,,,,4.960,,ON,0x00
15525,ACTIVE,CENTER,,,,,4.960,,ON,0x00
15754,ACTIVE,CENTER,,,,,4.960,,ON,0x00
15967,ACTIVE,CENTER,,,,,4.960,,ON,0x00
16196,ACTIVE,CENTER,,,,,4.960,,ON,0x00
16425,ACTIVE,CENTER,,,,,4.960,,ON,0x00
16654,ACTIVE,CENTER,,,,,4.960,,ON,0x00
16883,ACTIVE,CENTER,,,,,4.964,,ON,0x00
17113,ACTIVE,CENTER,,,,,4.964,,ON,0x00
17342,ACTIVE,CENTER,,,,,4.960,,ON,0x00
17571,ACTIVE,CENTER,,,,,4.960,,ON,0x00
17800,ACTIVE,CENTER,,,,,4.964,,ON,0x00
18029,ACTIVE,CENTER,,,,,4.964,,ON,0x00
18258,ACTIVE,CENTER,,,,,4.960,,ON,0x00
18487,ACTIVE,CENTER,,,,,4.960,,ON,0x00
18716,ACTIVE,CENTER,,,,,4.960,,ON,0x00
18945,ACTIVE,CENTER,,,,,4.964,,ON,0x00
19175,ACTIVE,CENTER,,,,,4.964,,ON,0x00
19404,ACTIVE,CENTER,,,,,4.960,,ON,0x00
19633,ACTIVE,CENTER,,,,,4.960,,ON,0x00
19862,ACTIVE,CENTER,,,,,4.964,,ON,0x00
20091,ACTIVE,CENTER,,,,,4.964,,ON,0x00
20320,ACTIVE,CENTER,,,,,4.960,,ON,0x00
20549,ACTIVE,CENTER,,,,,4.960,,ON,0x00
20778,ACTIVE,CENTER,,,,,4.960,,ON,0x00
21007,ACTIVE,CENTER,,,,,4.964,,ON,0x00
21236,ACTIVE,CENTER,,,,,4.964,,ON,0x00
21466,ACTIVE,CENTER,,,,,4.960,,ON,0x00
21681,ACTIVE,CENTER,,,,,4.960,,ON,0x00
21910,ACTIVE,CENTER,,,,,4.960,,ON,0x00
22139,ACTIVE,CENTER,,,,,4.960,,ON,0x00
22369,ACTIVE,CENTER,,,,,4.960,,ON,0x00
22598,ACTIVE,CENTER,,,,,4.960,,ON,0x00
22827,ACTIVE,CENTER,,,,,4.960,,ON,0x00
23056,ACTIVE,CENTER,,,,,4.956,,ON,0x00
23285,ACTIVE,CENTER,,,,,4.960,,ON,0x00
23514,ACTIVE,CENTER,,,,,4.960,,ON,0x00
23743,ACTIVE,CENTER,,,,,4.960,,ON,0x00
23972,ACTIVE,CENTER,,,,,4.960,,ON,0x00
24201,ACTIVE,CENTER,,,,,4.960,,ON,0x00
24430,ACTIVE,CENTER,,,,,4.960,,ON,0x00
24644,ACTIVE,CENTER,,,,,4.960,,ON,0x00
24873,ACTIVE,CENTER,,,,,4.960,,ON,0x00
25102,ACTIVE,CENTER,,,,,4.964,,ON,0x00
25331,ACTIVE,CENTER,,,,,4.964,,ON,0x00
25560,ACTIVE,CENTER,,,,,4.964,,ON,0x00
25789,ACTIVE,CENTER,,,,,4.960,,ON,0x00
26018,ACTIVE,CENTER,,,,,4.964,,ON,0x00
26247,ACTIVE,CENTER,,,,,4.960,,ON,0x00
26476,ACTIVE,CENTER,,,,,4.960,,ON,0x00
26706,ACTIVE,CENTER,,,,,4.964,,ON,0x00
26935,ACTIVE,CENTER,,,,,4.964,,ON,0x00
27164,ACTIVE,CENTER,,,,,4.960,,ON,0x00
27393,ACTIVE,CENTER,,,,,4.964,,ON,0x00
27609,ACTIVE,CENTER,,,,,4.964,,ON,0x00
27838,ACTIVE,CENTER,,,,,4.964,,ON,0x00
28067,ACTIVE,CENTER,,,,,4.960,,ON,0x00
28296,ACTIVE,CENTER,,,,,4.960,,ON,0x00
28525,ACTIVE,CENTER,,,,,4.960,,ON,0x00
28754,ACTIVE,CENTER,,,,,4.960,,ON,0x00
28983,ACTIVE,CENTER,,,,,4.960,,ON,0x00
29212,ACTIVE,CENTER,,,,,4.964,,ON,0x00
29441,ACTIVE,CENTER,,,,,4.960,,ON,0x00
29670,ACTIVE,CENTER,,,,,4.960,,ON,0x00
29900,ACTIVE,CENTER,,,,,4.960,,ON,0x00
30129,ACTIVE,CENTER,,,,,4.960,,ON,0x00
30358,ACTIVE,CENTER,,,,,4.960,,ON,0x00
30571,ACTIVE,CENTER,,,,,4.960,,ON,0x00
30800,ACTIVE,CENTER,,,,,4.964,,ON,0x00
31029,ACTIVE,CENTER,,,,,4.960,,ON,0x00
31258,ACTIVE,CENTER,,,,,4.960,,ON,0x00
31488,ACTIVE,CENTER,,,,,4.964,,ON,0x00
31717,ACTIVE,CENTER,,,,,4.964,,ON,0x00
31946,ACTIVE,CENTER,,,,,4.964,,ON,0x00
32175,ACTIVE,CENTER,,,,,4.960,,ON,0x00
32404,ACTIVE,CENTER,,,,,4.964,,ON,0x00
32633,ACTIVE,CENTER,,,,,4.964,,ON,0x00
32862,ACTIVE,CENTER,,,,,4.960,,ON,0x00
33091,ACTIVE,CENTER,,,,,4.960,,ON,0x00
33320,ACTIVE,CENTER,,,,,4.960,,ON,0x00
33549,ACTIVE,CENTER,,,,,4.960,,ON,0x00
33778,ACTIVE,CENTER,,,,,4.964,,ON,0x00
34008,ACTIVE,CENTER,,,,,4.964,,ON,0x00
34237,ACTIVE,CENTER,,,,,4.960,,ON,0x00
34466,ACTIVE,CENTER,,,,,4.964,,ON,0x00
34695,ACTIVE,CENTER,,,,,4.964,,ON,0x00
34924,ACTIVE,CENTER,,,,,4.964,,ON,0x00
35153,ACTIVE,CENTER,,,,,4.964,,ON,0x00
35382,ACTIVE,CENTER,,,,,4.964,,ON,0x00
35611,ACTIVE,CENTER,,,,,4.964,,ON,0x00
35840,ACTIVE,CENTER,,,,,4.964,,ON,0x00
36069,ACTIVE,CENTER,,,,,4.964,,ON,0x00
36285,ACTIVE,CENTER,,,,,4.964,,ON,0x00
36514,ACTIVE,CENTER,,,,,4.964,,ON,0x00
36743,ACTIVE,CENTER,,,,,4.964,,ON,0x00
36973,ACTIVE,CENTER,,,,,4.964,,ON,0x00
37202,ACTIVE,CENTER,,,,,4.960,,ON,0x00
37431,ACTIVE,CENTER,,,,,4.964,,ON,0x00
37660,ACTIVE,CENTER,,,,,4.964,,ON,0x00
37889,ACTIVE,CENTER,,,,,4.964,,ON,0x00
38118,ACTIVE,CENTER,,,,,4.960,,ON,0x00
38347,ACTIVE,CENTER,,,,,4.964,,ON,0x00
38576,ACTIVE,CENTER,,,,,4.960,,ON,0x00
38777,ACTIVE,DOWN,,,,,4.960,,ON,0x00
38979,ACTIVE,DOWN,,,,,4.964,,ON,0x00
39188,ACTIVE,DOWN,,,,,4.960,,ON,0x00
39410,ACTIVE,CENTER,,,,,4.960,,ON,0x00
39639,ACTIVE,CENTER,,,,,4.960,,ON,0x00
39868,ACTIVE,CENTER,,,,,4.960,,ON,0x00
40070,ACTIVE,LEFT,,,,,4.964,,ON,0x00
40278,ACTIVE,LEFT,,,,,4.964,,ON,0x00
40494,ACTIVE,LEFT,,,,,4.960,,ON,0x00
40696,ACTIVE,CENTER,,,,,4.960,,ON,0x00
40925,ACTIVE,CENTER,,,,,4.960,,ON,0x00
41154,ACTIVE,CENTER,,,,,4.960,,ON,0x00
41359,ACTIVE,RIGHT,,,,,4.964,,ON,0x00
41585,ACTIVE,RIGHT,,,,,4.964,,ON,0x00
41787,ACTIVE,CENTER,,,,,4.960,,ON,0x00
42001,ACTIVE,CENTER,,,,,4.960,,ON,0x00
42230,ACTIVE,CENTER,,,,,4.964,,ON,0x00
42432,ACTIVE,UP,,,,,4.964,,ON,0x00
42661,ACTIVE,UP,,,,,4.960,,ON,0x00
42863,ACTIVE,CENTER,,,,,4.960,,ON,0x00
43092,ACTIVE,CENTER,,,,,4.964,,ON,0x00
43321,ACTIVE,CENTER,,,,,4.960,,ON,0x00
43550,ACTIVE,CENTER,,,,,4.964,,ON,0x00
43780,ACTIVE,CENTER,,,,,4.960,,ON,0x00
44009,ACTIVE,CENTER,,,,,4.960,,ON,0x00
44238,ACTIVE,CENTER,,,,,4.964,,ON,0x00
44467,ACTIVE,CENTER,,,,,4.964,,ON,0x00
44696,ACTIVE,CENTER,,,,,4.964,,ON,0x00
44912,ACTIVE,CENTER,,,,,4.960,,ON,0x00
45116,ACTIVE,CENTER,,,,,4.960,,ON,0x00
45346,ACTIVE,CENTER,,,,,4.964,,ON,0x00
45575,ACTIVE,CENTER,,,,,4.960,,ON,0x00
45804,ACTIVE,CENTER,,,,,4.964,,ON,0x00
46033,ACTIVE,CENTER,,,,,4.960,,ON,0x00
46262,ACTIVE,CENTER,,,,,4.960,,ON,0x00
46491,ACTIVE,CENTER,,,,,4.960,,ON,0x00
46720,ACTIVE,CENTER,,,,,4.964,,ON,0x00
46949,ACTIVE,CENTER,,,,,4.960,,ON,0x00
47178,ACTIVE,CENTER,,,,,4.960,,ON,0x00
47407,ACTIVE,CENTER,,,,,4.964,,ON,0x00
47636,ACTIVE,CENTER,,,,,4.960,,ON,0x00
47850,ACTIVE,CENTER,,,,,4.964,,ON,0x00
48079,ACTIVE,CENTER,,,,,4.964,,ON,0x00
48308,ACTIVE,CENTER,,,,,4.964,,ON,0x00
48537,ACTIVE,CENTER,,,,,4.964,,ON,0x00
48766,ACTIVE,CENTER,,,,,4.960,,ON,0x00
48995,ACTIVE,CENTER,,,,,4.964,,ON,0x00
49224,ACTIVE,CENTER,,,,,4.964,,ON,0x00
49453,ACTIVE,CENTER,,,,,4.964,,ON,0x00
49682,ACTIVE,CENTER,,,,,4.960,,ON,0x00
49912,ACTIVE,CENTER,,,,,4.964,,ON,0x00
50141,ACTIVE,CENTER,,,,,4.964,,ON,0x00
50370,ACTIVE,CENTER,,,,,4.964,,ON,0x00
50599,ACTIVE,CENTER,,,,,4.960,,ON,0x00
50815,ACTIVE,CENTER,,,,,4.960,,ON,0x00
51044,ACTIVE,CENTER,,,,,4.964,,ON,0x00
51273,ACTIVE,CENTER,,,,,4.960,,ON,0x00
51502,ACTIVE,CENTER,,,,,4.964,,ON,0x00
51731,ACTIVE,CENTER,,,,,4.960,,ON,0x00
51960,ACTIVE,CENTER,,,,,4.960,,ON,0x00
52189,ACTIVE,CENTER,,,,,4.964,,ON,0x00
52418,ACTIVE,CENTER,,,,,4.960,,ON,0x00
52647,ACTIVE,CENTER,,,,,4.960,,ON,0x00
52877,ACTIVE,CENTER,,,,,4.960,,ON,0x00
53106,ACTIVE,CENTER,,,,,4.964,,ON,0x00
53335,ACTIVE,CENTER,,,,,4.960,,ON,0x00
53564,ACTIVE,CENTER,,,,,4.964,,ON,0x00
53777,ACTIVE,CENTER,,,,,4.960,,ON,0x00
54006,ACTIVE,CENTER,,,,,4.964,,ON,0x00
54236,ACTIVE,CENTER,,,,,4.964,,ON,0x00
54465,ACTIVE,CENTER,,,,,4.960,,ON,0x00
54694,ACTIVE,CENTER,,,,,4.964,,ON,0x00
54923,ACTIVE,CENTER,,,,,4.964,,ON,0x00
55152,ACTIVE,CENTER,,,,,4.964,,ON,0x00
55381,ACTIVE,CENTER,,,,,4.964,,ON,0x00
55610,ACTIVE,CENTER,,,,,4.960,,ON,0x00
55839,ACTIVE,CENTER,,,,,4.964,,ON,0x00
56068,ACTIVE,CENTER,,,,,4.964,,ON,0x00
56297,ACTIVE,CENTER,,,,,4.960,,ON,0x00
56513,ACTIVE,CENTER,,,,,4.960,,ON,0x00
56742,ACTIVE,CENTER,,,,,4.964,,ON,0x00
56971,ACTIVE,CENTER,,,,,4.964,,ON,0x00
57200,ACTIVE,CENTER,,,,,4.960,,ON,0x00
57430,ACTIVE,CENTER,,,,,4.964,,ON,0x00
57659,ACTIVE,CENTER,,,,,4.960,,ON,0x00
57888,ACTIVE,CENTER,,,,,4.960,,ON,0x00
